1.71107e+00    2.95041e+00    2.62601e+00    2.64271e+00
1.71098e+00    4.64958e+02    4.64939e+02    4.64945e+02
1.71098e+00    9.74805e+01    9.74838e+01    9.74801e+01
1.71107e+00    2.95041e+00    4.64958e+02    9.74805e+01
1.71098e+00    2.62601e+00    4.64939e+02    9.74838e+01
1.71098e+00    2.64271e+00    4.64945e+02    9.74801e+01
1.71032e+00    2.22813e+00    4.64948e+02    9.74981e+01
1.70946e+00    1.30398e+00    4.64927e+02    9.75164e+01
1.70860e+00    3.45335e-01    4.64904e+02    9.75177e+01
1.70762e+00    -5.65871e-01    4.64901e+02    9.75084e+01
1.70677e+00    -1.44295e+00    4.64887e+02    9.74408e+01
1.70591e+00    -2.26171e+00    4.64877e+02    9.74453e+01
1.70493e+00    -3.19688e+00    4.64866e+02    9.74184e+01
1.70363e+00    -4.56977e+00    4.64883e+02    9.74608e+01
1.70277e+00    -5.36911e+00    4.64878e+02    9.74755e+01
1.70179e+00    -6.28797e+00    4.64862e+02    9.74380e+01
1.70094e+00    -7.08361e+00    4.64883e+02    9.74521e+01
1.70054e+00    -7.73297e+00    4.64860e+02    9.74427e+01
1.70057e+00    -7.63735e+00    4.64866e+02    9.74301e+01
1.70058e+00    -7.61748e+00    4.64876e+02    9.74594e+01
1.70059e+00    -7.61071e+00    4.64879e+02    9.74379e+01
1.70059e+00    -7.59745e+00    4.64884e+02    9.75142e+01
