0.00000e+00    2.50000e+05    0.00000e+00    5.00000e+03
1.00000e+00    4.74997e+07    0.00000e+00    9.49989e+05
2.00000e+00    4.74997e+07    0.00000e+00    9.49989e+05
3.00000e+00    4.74997e+07    0.00000e+00    9.49989e+05
4.00000e+00    4.74997e+07    0.00000e+00    9.49988e+05
5.00000e+00    4.74997e+07    0.00000e+00    9.49988e+05
6.00000e+00    4.74997e+07    0.00000e+00    9.49989e+05
7.00000e+00    4.74997e+07    0.00000e+00    9.49989e+05
8.00000e+00    4.74997e+07    0.00000e+00    9.49989e+05
9.00000e+00    4.74997e+07    0.00000e+00    9.49989e+05
1.00000e+01    4.74997e+07    0.00000e+00    9.49988e+05
1.10000e+01    4.74997e+07    0.00000e+00    9.49988e+05
1.20000e+01    4.74997e+07    0.00000e+00    9.49989e+05
1.30000e+01    4.74997e+07    0.00000e+00    9.49989e+05
1.40000e+01    4.74997e+07    0.00000e+00    9.49989e+05
1.50000e+01    4.74997e+07    0.00000e+00    9.49988e+05
1.60000e+01    4.74997e+07    0.00000e+00    9.49988e+05
1.70000e+01    4.74997e+07    0.00000e+00    9.49989e+05
1.80000e+01    4.74997e+07    0.00000e+00    9.49989e+05
1.90000e+01    4.74997e+07    0.00000e+00    9.49989e+05
