-8.28919e-01    -2.27361e+00    -2.30728e+00    -7.28285e+00
-8.28921e-01    4.65394e+02    4.65377e+02    4.65359e+02
-8.28920e-01    9.84485e+01    9.84298e+01    9.84460e+01
-8.28919e-01    -2.27361e+00    4.65394e+02    9.84485e+01
-8.28921e-01    -2.30728e+00    4.65377e+02    9.84298e+01
-8.28920e-01    -7.28285e+00    4.65359e+02    9.84460e+01
-8.28919e-01    -7.22493e+00    4.65345e+02    9.84960e+01
-8.28921e-01    -6.99268e+00    4.65348e+02    9.85004e+01
-8.28921e-01    -6.05924e+00    4.65354e+02    9.84635e+01
-8.28921e-01    -5.11847e+00    4.65338e+02    9.84102e+01
-8.28921e-01    -4.15805e+00    4.65374e+02    9.84854e+01
-8.28921e-01    -3.43164e+00    4.65352e+02    9.85053e+01
-8.28921e-01    -2.49626e+00    4.65385e+02    9.85015e+01
-8.28921e-01    -1.61249e+00    4.65397e+02    9.84382e+01
-8.28921e-01    -6.63410e-01    4.65406e+02    9.85115e+01
-8.28921e-01    3.02907e-01    4.65411e+02    9.85843e+01
-8.28921e-01    1.07009e+00    4.65409e+02    9.85481e+01
-8.28921e-01    1.97524e+00    4.65375e+02    9.85819e+01
-8.28921e-01    2.87733e+00    4.65347e+02    9.85225e+01
-8.28918e-01    3.11874e+00    4.65326e+02    9.84351e+01
-8.28919e-01    3.06270e+00    4.65403e+02    9.84246e+01
-8.28919e-01    3.06338e+00    4.65394e+02    9.84141e+01
-8.28919e-01    3.05188e+00    4.65378e+02    9.84375e+01
-8.28919e-01    3.05276e+00    4.65338e+02    9.84703e+01
